XCoord,YCoord,START_NODE,END_NODE,EDGE
-118.91773700,34.39613300,7964,7908,3984
-118.91773700,34.39613300,7964,7908,3985
-118.91773700,34.39613300,7964,8017,4013
-118.91773700,34.39613300,7964,8017,4014
-119.52095900,34.39240000,7971,7972,3986
-119.52095900,34.39240000,7971,7972,3987
-119.51565900,34.39659600,7972,7971,3986
-119.51565900,34.39659600,7972,7971,3987
-119.51565900,34.39659600,7972,7949,3988
-119.51565900,34.39659600,7972,7950,3989
-119.51167100,34.39673600,7980,7950,3990
-119.51167100,34.39673600,7980,7950,3991
-119.51167100,34.39673600,7980,7918,3992
-119.51167100,34.39673600,7980,7918,3993
-119.51167100,34.39673600,7980,7988,3994
-119.51167100,34.39673600,7980,7988,3995
-119.51167100,34.39673600,7980,8060,4034
-119.51167100,34.39673600,7980,8060,4035
-119.51144800,34.39684100,7988,7980,3994
-119.51144800,34.39684100,7988,7980,3995
-119.51144800,34.39684100,7988,7924,3996
-119.51144800,34.39684100,7988,7924,3997
-119.51144800,34.39684100,7988,8012,4006
-119.51144800,34.39684100,7988,8012,4007
-119.51144800,34.39684100,7988,8154,4077
-119.51144800,34.39684100,7988,8154,4078
-118.47752600,34.39834500,7996,7900,3998
-118.47752600,34.39834500,7996,7998,3999
-118.47752600,34.39834500,7996,8007,4004
-118.47380600,34.39958900,7998,7996,3999
-119.29967700,34.40080900,8000,7884,4000
-119.29967700,34.40080900,8000,7884,4001
-119.29967700,34.40080900,8000,7884,4002
-119.29967700,34.40080900,8000,7884,4003
-119.29967700,34.40080900,8000,8022,4011
-119.29967700,34.40080900,8000,8022,4012
-118.46606400,34.40476300,8007,7996,4004
-118.46606400,34.40476300,8007,8009,4005
-118.46606400,34.40476300,8007,8242,4121
-118.47371500,34.39963700,8009,8007,4005
-119.50512800,34.40604100,8012,7988,4006
-119.50512800,34.40604100,8012,7988,4007
-119.50512800,34.40604100,8012,7944,4008
-119.50512800,34.40604100,8012,8202,4119
-119.50512800,34.40604100,8012,8202,4120
-118.71400200,34.40368700,8017,8018,4009
-118.71400200,34.40368700,8017,7964,4013
-118.71400200,34.40368700,8017,7964,4014
-118.71400200,34.40368700,8017,7891,4015
-118.69242200,34.40612600,8018,8017,4009
-118.69242200,34.40612600,8018,8138,4069
-118.69242200,34.40612600,8018,8138,4070
-119.73919800,34.40511200,8019,8020,4010
-119.73919800,34.40511200,8019,8093,4047
-119.73919800,34.40511200,8019,8093,4048
-119.69876600,34.40943200,8020,8019,4010
-119.69876600,34.40943200,8020,8060,4030
-119.69876600,34.40943200,8020,8060,4031
-119.29530300,34.41093600,8022,8000,4011
-119.29530300,34.41093600,8022,8000,4012
-119.29530300,34.41093600,8022,8106,4053
-119.29530300,34.41093600,8022,8108,4054
-117.77221500,34.41141200,8031,7910,4016
-117.77221500,34.41141200,8031,7910,4017
-117.77221500,34.41141200,8031,8035,4018
-117.77221500,34.41141200,8031,8280,4140
-117.77221500,34.41141200,8031,8280,4141
-117.77346900,34.41230200,8035,8031,4018
-117.77346900,34.41230200,8035,8090,4045
-118.54098500,34.41348900,8037,7945,4019
-118.54098500,34.41348900,8037,8042,4021
-118.54098500,34.41348900,8037,8055,4028
-118.54098500,34.41348900,8037,8055,4029
-118.44516700,34.41358900,8040,7812,4020
-118.44516700,34.41358900,8040,8043,4022
-118.44516700,34.41358900,8040,8043,4023
-118.54101800,34.41367700,8042,8037,4021
-118.54101800,34.41367700,8042,8064,4032
-118.54101800,34.41367700,8042,8085,4044
-118.44401800,34.41514300,8043,8040,4022
-118.44401800,34.41514300,8043,8040,4023
-118.44401800,34.41514300,8043,8129,4067
-119.83338100,34.41811400,8047,8048,4024
-119.83338100,34.41811400,8047,8048,4025
-119.83338100,34.41811400,8047,8163,4082
-119.83338100,34.41811400,8047,8163,4083
-119.83338100,34.41811400,8047,8177,4091
-119.83720400,34.41587000,8048,8047,4024
-119.83720400,34.41587000,8048,8047,4025
-119.33679800,34.41831600,8052,7954,4026
-119.33679800,34.41831600,8052,7954,4027
-119.33679800,34.41831600,8052,8091,4046
-118.56961800,34.42196100,8055,8037,4028
-118.56961800,34.42196100,8055,8037,4029
-119.65505400,34.42238300,8060,8020,4030
-119.65505400,34.42238300,8060,8020,4031
-119.65505400,34.42238300,8060,7980,4034
-119.65505400,34.42238300,8060,7980,4035
-119.65505400,34.42238300,8060,8072,4036
-119.65505400,34.42238300,8060,8072,4037
-119.65505400,34.42238300,8060,8093,4049
-119.65505400,34.42238300,8060,8093,4050
-118.54091000,34.42258400,8064,8042,4032
-118.54091000,34.42258400,8064,8066,4033
-118.54091000,34.42258400,8064,8128,4064
-118.46368600,34.41585000,8066,8064,4033
-119.65457700,34.42261200,8072,8060,4036
-119.65457700,34.42261200,8072,8060,4037
-118.58321200,34.42323400,8076,7826,4038
-118.58321200,34.42323400,8076,8077,4039
-118.58321200,34.42323400,8076,8216,4109
-118.58003200,34.42396100,8077,8076,4039
-118.58003200,34.42396100,8077,8079,4040
-118.58003200,34.42396100,8077,8079,4041
-118.58003200,34.42396100,8077,8084,4042
-118.58003600,34.42401500,8079,8077,4040
-118.58003600,34.42401500,8079,8077,4041
-118.56965700,34.42197200,8084,8077,4042
-118.57835800,34.42418200,8085,8086,4043
-118.57835800,34.42418200,8085,8042,4044
-118.58004000,34.42407000,8086,8085,4043
-117.80802000,34.42675800,8090,8035,4045
-117.80802000,34.42675800,8090,8124,4062
-117.80802000,34.42675800,8090,8124,4063
-119.30035900,34.42532000,8091,8052,4046
-119.30035900,34.42532000,8091,8108,4059
-119.30035900,34.42532000,8091,8108,4060
-119.30035900,34.42532000,8091,8114,4061
-119.73371700,34.42801800,8093,8019,4047
-119.73371700,34.42801800,8093,8019,4048
-119.73371700,34.42801800,8093,8060,4049
-119.73371700,34.42801800,8093,8060,4050
-119.73371700,34.42801800,8093,8177,4094
-119.73371700,34.42801800,8093,8177,4095
-119.66619700,34.42167300,8101,8102,4051
-119.66619700,34.42167300,8101,8102,4052
-119.67717100,34.42904500,8102,8101,4051
-119.67717100,34.42904500,8102,8101,4052
-119.67717100,34.42904500,8102,8202,4101
-119.28826700,34.42982700,8106,8022,4053
-119.28826700,34.42982700,8106,8108,4055
-119.28826700,34.42982700,8106,8108,4056
-119.28826700,34.42982700,8106,8114,4058
-119.28826700,34.42982700,8106,8158,4079
-119.28826700,34.42982700,8106,8158,4080
-119.28841300,34.42989000,8108,8022,4054
-119.28841300,34.42989000,8108,8106,4055
-119.28841300,34.42989000,8108,8106,4056
-119.28841300,34.42989000,8108,8114,4057
-119.28841300,34.42989000,8108,8091,4059
-119.28841300,34.42989000,8108,8091,4060
-119.28838800,34.42992600,8114,8108,4057
-119.28838800,34.42992600,8114,8106,4058
-119.28838800,34.42992600,8114,8091,4061
-119.28838800,34.42992600,8114,8162,4081
-117.82199900,34.42943400,8124,8090,4062
-117.82199900,34.42943400,8124,8090,4063
-117.82199900,34.42943400,8124,8142,4071
-118.53140700,34.43315900,8128,8064,4064
-118.53140700,34.43315900,8128,8200,4100
-118.53140700,34.43315900,8128,8318,4159
-118.38581000,34.43376800,8129,8130,4065
-118.38581000,34.43376800,8129,8043,4067
-118.38581000,34.43376800,8129,8135,4068
-118.38581000,34.43376800,8129,8310,4155
-118.38560100,34.43357900,8130,8129,4065
-118.38560100,34.43357900,8130,8132,4066
-118.38560100,34.43357900,8130,8147,4074
-118.38560100,34.43357900,8130,8150,4075
-118.50667000,34.33924700,8132,8130,4066
-118.38651300,34.43435900,8135,8129,4068
-118.61804300,34.43544800,8138,8018,4069
-118.61804300,34.43544800,8138,8018,4070
-118.61804300,34.43544800,8138,8146,4073
-117.83648000,34.43562300,8142,8124,4071
-117.83648000,34.43562300,8142,8296,4148
-117.83648000,34.43562300,8142,8296,4149
-119.13612500,34.43616300,8144,7857,4072
-119.13612500,34.43616300,8144,8244,4122
-119.13612500,34.43616300,8144,8244,4123
-118.61639900,34.43633300,8146,8138,4073
-118.61639900,34.43633300,8146,8204,4102
-118.61639900,34.43633300,8146,8209,4105
-118.37209500,34.43735000,8147,8130,4074
-118.37209500,34.43735000,8147,8303,4152
-118.37209500,34.43735000,8147,8303,4153
-118.33616000,34.43789900,8150,8130,4075
-118.33616000,34.43789900,8150,8152,4076
-118.33616000,34.43789900,8150,8302,4151
-118.25477800,34.43883700,8152,8150,4076
-119.76005700,34.44131200,8154,7988,4077
-119.76005700,34.44131200,8154,7988,4078
-119.76005700,34.44131200,8154,8183,4098
-119.76005700,34.44131200,8154,8183,4099
-119.76005700,34.44131200,8154,8266,4133
-119.26079400,34.44137800,8158,8106,4079
-119.26079400,34.44137800,8158,8106,4080
-119.26079400,34.44137800,8158,8168,4085
-119.26079400,34.44137800,8158,8168,4086
-119.26079400,34.44137800,8158,8254,4127
-119.26079400,34.44137800,8158,8254,4128
-119.26095700,34.44138200,8162,8114,4081
-119.26095700,34.44138200,8162,8168,4084
-119.26095700,34.44138200,8162,8248,4124
-119.81294300,34.44142100,8163,8047,4082
-119.81294300,34.44142100,8163,8047,4083
-119.81294300,34.44142100,8163,8173,4087
-119.81294300,34.44142100,8163,8173,4088
-119.81294300,34.44142100,8163,8177,4089
-119.81294300,34.44142100,8163,8177,4090
-119.81294300,34.44142100,8163,8460,4230
-119.81294300,34.44142100,8163,8460,4231
-119.26088200,34.44145100,8168,8162,4084
-119.26088200,34.44145100,8168,8158,4085
-119.26088200,34.44145100,8168,8158,4086
-119.26088200,34.44145100,8168,8248,4125
-119.26088200,34.44145100,8168,8248,4126
-119.26088200,34.44145100,8168,8254,4129
-119.81278600,34.44158300,8173,8163,4087
-119.81278600,34.44158300,8173,8163,4088
-119.81278600,34.44158300,8173,8183,4092
-119.81278600,34.44158300,8173,8183,4093
-119.81278600,34.44158300,8173,8183,4096
-119.81278600,34.44158300,8173,8183,4097
-119.81278600,34.44158300,8173,8292,4146
-119.81278600,34.44158300,8173,8292,4147
-119.80908600,34.44188000,8177,8163,4089
-119.80908600,34.44188000,8177,8163,4090
-119.80908600,34.44188000,8177,8047,4091
-119.80908600,34.44188000,8177,8093,4094
-119.80908600,34.44188000,8177,8093,4095
-119.80850400,34.44202700,8183,8173,4092
-119.80850400,34.44202700,8183,8173,4093
-119.80850400,34.44202700,8183,8173,4096
-119.80850400,34.44202700,8183,8173,4097
-119.80850400,34.44202700,8183,8154,4098
-119.80850400,34.44202700,8183,8154,4099
-118.53430100,34.44264800,8200,8128,4100
-119.67447000,34.44307700,8202,8102,4101
-119.67447000,34.44307700,8202,8012,4119
-119.67447000,34.44307700,8202,8012,4120
-119.67447000,34.44307700,8202,8269,4143
-119.67447000,34.44307700,8202,8269,4144
-118.60550400,34.44308300,8204,8146,4102
-118.60550400,34.44308300,8204,7815,4103
-118.60550400,34.44308300,8204,7815,4104
-118.60550400,34.44308300,8204,8209,4106
-118.60550400,34.44308300,8204,8209,4107
-118.60550400,34.44308300,8204,8216,4108
-118.60575800,34.44320600,8209,8146,4105
-118.60575800,34.44320600,8209,8204,4106
-118.60575800,34.44320600,8209,8204,4107
-118.60575800,34.44320600,8209,8219,4110
-118.60575800,34.44320600,8209,8356,4178
-118.60575800,34.44320600,8209,8356,4179
-118.60518100,34.44321500,8216,8204,4108
-118.60518100,34.44321500,8216,8076,4109
-118.60518100,34.44321500,8216,8219,4111
-118.60518100,34.44321500,8216,8224,4112
-118.60542700,34.44334300,8219,8209,4110
-118.60542700,34.44334300,8219,8216,4111
-118.60542700,34.44334300,8219,8231,4116
-118.60542700,34.44334300,8219,8359,4181
-118.60302200,34.44385200,8224,8216,4112
-116.89764900,34.44396300,8225,8226,4113
-116.89764900,34.44396300,8225,6524,4114
-116.89764900,34.44396300,8225,6524,4115
-116.89764900,34.44396300,8225,8234,4117
-116.89764900,34.44396300,8225,8234,4118
-116.89889800,34.44392300,8226,8225,4113
-118.60308800,34.44405300,8231,8219,4116
-116.94592400,34.44390400,8234,8225,4117
-116.94592400,34.44390400,8234,8225,4118
-116.94592400,34.44390400,8234,9232,4616
-118.42719200,34.44595500,8242,8007,4121
-119.20450900,34.44607600,8244,8144,4122
-119.20450900,34.44607600,8244,8144,4123
-119.20450900,34.44607600,8244,8254,4130
-119.27076100,34.44695900,8248,8162,4124
-119.27076100,34.44695900,8248,8168,4125
-119.27076100,34.44695900,8248,8168,4126
-119.27076100,34.44695900,8248,8262,4131
-119.27076100,34.44695900,8248,8262,4132
-119.22499000,34.44905800,8254,8158,4127
-119.22499000,34.44905800,8254,8158,4128
-119.22499000,34.44905800,8254,8168,4129
-119.22499000,34.44905800,8254,8244,4130
-119.27224600,34.45021000,8262,8248,4131
-119.27224600,34.45021000,8262,8248,4132
-119.27224600,34.45021000,8262,8274,4137
-119.27224600,34.45021000,8262,8274,4138
-119.76222500,34.45125800,8266,8154,4133
-119.76222500,34.45125800,8266,8268,4134
-119.76222500,34.45125800,8266,8269,4135
-119.76237900,34.45138500,8268,8266,4134
-119.76237900,34.45138500,8268,8269,4136
-119.76237900,34.45138500,8268,8628,4314
-119.75981000,34.45147100,8269,8266,4135
-119.75981000,34.45147100,8269,8268,4136
-119.75981000,34.45147100,8269,8202,4143
-119.75981000,34.45147100,8269,8202,4144
-119.27460900,34.45213000,8274,8262,4137
-119.27460900,34.45213000,8274,8262,4138
-119.27460900,34.45213000,8274,9100,4550
-119.27460900,34.45213000,8274,9100,4551
-118.42715500,34.44601600,8277,8278,4139
-118.42026300,34.45432200,8278,8277,4139
-118.42026300,34.45432200,8278,8318,4160
-118.42026300,34.45432200,8278,8332,4166
-117.76500900,34.45495700,8280,8031,4140
-117.76500900,34.45495700,8280,8031,4141
-118.53411200,34.44266500,8283,8284,4142
-118.53471800,34.45543400,8284,8283,4142
-118.53482000,34.45655100,8289,8290,4145
-118.53437500,34.45997400,8290,8289,4145
-118.53437500,34.45997400,8290,8300,4150
-120.00110800,34.46062300,8292,8173,4146
-120.00110800,34.46062300,8292,8173,4147
-120.00110800,34.46062300,8292,8456,4228
-117.86553500,34.46099900,8296,8142,4148
-117.86553500,34.46099900,8296,8142,4149
-117.86553500,34.46099900,8296,8315,4158
-117.86553500,34.46099900,8296,8381,4193
-118.54274200,34.46155100,8300,8290,4150
-118.54274200,34.46155100,8300,8614,4307
-118.32957100,34.46623700,8302,8150,4151
-118.32971300,34.46651600,8303,8147,4152
-118.32971300,34.46651600,8303,8147,4153
-118.32971300,34.46651600,8303,8307,4154
-118.32971300,34.46651600,8303,8310,4156
-118.32971300,34.46651600,8303,8327,4164
-118.32971300,34.46651600,8303,8327,4165
-118.32958800,34.46627200,8307,8303,4154
-118.32981300,34.46671200,8310,8129,4155
-118.32981300,34.46671200,8310,8303,4156
-118.32981300,34.46671200,8310,8314,4157
-118.32981300,34.46671200,8310,8387,4203
-118.32994000,34.46696200,8314,8310,4157
-117.89905500,34.47182900,8315,8296,4158
-117.89905500,34.47182900,8315,8321,4161
-117.89905500,34.47182900,8315,8321,4162
-118.46760700,34.47381600,8318,8128,4159
-118.46760700,34.47381600,8318,8278,4160
-118.46760700,34.47381600,8318,8612,4306
-117.90196100,34.47557000,8321,8315,4161
-117.90196100,34.47557000,8321,8315,4162
-117.90196100,34.47557000,8321,8365,4183
-117.90196100,34.47557000,8321,8381,4191
-117.90196100,34.47557000,8321,8381,4192
-118.25462400,34.43902300,8325,8326,4163
-118.17122500,34.47558500,8326,8325,4163
-118.29711500,34.47964200,8327,8303,4164
-118.29711500,34.47964200,8327,8303,4165
-118.29711500,34.47964200,8327,8343,4202
-118.38823600,34.48185900,8332,8278,4166
-118.38823600,34.48185900,8332,8334,4167
-118.38823600,34.48185900,8332,8458,4229
-118.34464600,34.48124200,8334,8332,4167
-118.08111700,34.39162200,8335,8336,4168
-118.08111700,34.39162200,8335,8336,4169
-118.11723800,34.48295300,8336,8335,4168
-118.11723800,34.48295300,8336,8335,4169
-118.32995200,34.46698500,8339,8340,4170
-118.33073900,34.48547100,8340,8339,4170
-118.33073900,34.48547100,8340,8342,4171
-118.33073900,34.48547100,8340,8352,4176
-118.34454700,34.48130300,8342,8340,4171
-118.13971700,34.48756700,8343,8344,4172
-118.13971700,34.48756700,8343,8345,4173
-118.13971700,34.48756700,8343,8327,4202
-118.13971700,34.48756700,8343,8599,4300
-118.13991100,34.48759300,8344,8343,4172
-118.13991100,34.48759300,8344,8348,4174
-118.13991100,34.48759300,8344,8348,4175
-118.13991100,34.48759300,8344,8353,4177
-118.13991100,34.48759300,8344,8387,4194
-118.13991100,34.48759300,8344,8387,4195
-118.17117400,34.47563600,8345,8343,4173
-118.13854100,34.48864600,8348,8344,4174
-118.13854100,34.48864600,8348,8344,4175
-118.13854100,34.48864600,8348,8526,4263
-118.32693300,34.48909100,8352,8340,4176
-118.17675800,34.49344200,8353,8344,4177
-118.62398700,34.49578200,8356,8209,4178
-118.62398700,34.49578200,8356,8209,4179
-118.62398700,34.49578200,8356,8359,4180
-118.62398700,34.49578200,8356,8398,4199
-118.62398700,34.49578200,8356,8398,4200
-118.62372800,34.49591100,8359,8356,4180
-118.62372800,34.49591100,8359,8219,4181
-118.62372800,34.49591100,8359,8363,4182
-118.62372800,34.49591100,8359,8398,4201
-118.61634600,34.49738100,8363,8359,4182
-117.95287300,34.49757500,8365,8321,4183
-117.74027800,34.49853800,8368,7940,4184
-117.74027800,34.49853800,8368,8370,4189
-117.74027800,34.49853800,8368,8370,4190
-117.74027800,34.49853800,8368,8428,4215
-117.74027800,34.49853800,8368,8428,4216
-117.79144300,34.49861500,8369,8370,4185
-117.79144300,34.49861500,8369,8370,4186
-117.76519000,34.49869700,8370,8369,4185
-117.76519000,34.49869700,8370,8369,4186
-117.76519000,34.49869700,8370,8374,4187
-117.76519000,34.49869700,8370,8374,4188
-117.76519000,34.49869700,8370,8368,4189
-117.76519000,34.49869700,8370,8368,4190
-117.76501000,34.45504100,8374,8370,4187
-117.76501000,34.45504100,8374,8370,4188
-117.89657300,34.49917500,8381,8321,4191
-117.89657300,34.49917500,8381,8321,4192
-117.89657300,34.49917500,8381,8296,4193
-117.89657300,34.49917500,8381,8409,4205
-117.89657300,34.49917500,8381,8409,4206
-118.22296000,34.49941500,8387,8344,4194
-118.22296000,34.49941500,8387,8344,4195
-118.22296000,34.49941500,8387,8310,4203
-117.95780000,34.50047800,8391,8392,4196
-117.95360700,34.49801400,8392,8391,4196
-117.17010200,34.50067900,8393,8394,4197
-117.17010200,34.50067900,8393,7880,4198
-117.17010200,34.50067900,8393,8433,4217
-117.19023800,34.50057000,8394,8393,4197
-117.19023800,34.50057000,8394,8501,4257
-117.19023800,34.50057000,8394,8501,4258
-118.62745100,34.50213500,8398,8356,4199
-118.62745100,34.50213500,8398,8356,4200
-118.62745100,34.50213500,8398,8359,4201
-118.62745100,34.50213500,8398,8549,4275
-118.62745100,34.50213500,8398,8549,4276
-118.62745100,34.50213500,8398,8549,4277
-117.83538400,34.50605600,8407,8408,4204
-117.83538400,34.50605600,8407,8409,4207
-117.83538400,34.50605600,8407,8519,4260
-117.79159300,34.49861600,8408,8407,4204
-117.89654600,34.50644800,8409,8381,4205
-117.89654600,34.50644800,8409,8381,4206
-117.89654600,34.50644800,8409,8407,4207
-117.89654600,34.50644800,8409,8420,4212
-117.92005000,34.50617200,8415,8416,4208
-117.92005000,34.50617200,8415,8451,4226
-117.92005000,34.50617200,8415,8451,4227
-117.91756400,34.50645600,8416,8415,4208
-117.91756400,34.50645600,8416,8418,4209
-117.91756400,34.50645600,8416,8425,4213
-117.91403700,34.50645700,8418,8416,4209
-117.91403700,34.50645700,8418,8420,4210
-117.91403700,34.50645700,8418,8420,4211
-117.90531800,34.50644600,8420,8418,4210
-117.90531800,34.50644600,8420,8418,4211
-117.90531800,34.50644600,8420,8409,4212
-117.92281600,34.50656900,8425,8416,4213
-117.40082500,34.40463600,8427,8428,4214
-117.39954200,34.50668000,8428,8427,4214
-117.39954200,34.50668000,8428,8368,4215
-117.39954200,34.50668000,8428,8368,4216
-117.39954200,34.50668000,8428,8435,4218
-117.39954200,34.50668000,8428,8435,4219
-117.39954200,34.50668000,8428,8660,4330
-117.19901400,34.50727800,8433,8393,4217
-117.19901400,34.50727800,8433,8497,4249
-117.19901400,34.50727800,8433,8497,4250
-117.32298400,34.50777100,8435,8428,4218
-117.32298400,34.50777100,8435,8428,4219
-117.32298400,34.50777100,8435,7719,4220
-117.32298400,34.50777100,8435,7719,4221
-117.32298400,34.50777100,8435,8444,4222
-117.32298400,34.50777100,8435,8444,4223
-117.32298400,34.50777100,8435,8539,4270
-117.32298400,34.50777100,8435,8539,4271
-117.32275400,34.50782800,8444,8435,4222
-117.32275400,34.50782800,8444,8435,4223
-117.32275400,34.50782800,8444,7723,4224
-117.32275400,34.50782800,8444,7723,4225
-117.32275400,34.50782800,8444,8508,4254
-117.32275400,34.50782800,8444,8508,4255
-117.32275400,34.50782800,8444,8532,4266
-117.32275400,34.50782800,8444,8532,4267
-117.92640500,34.50883600,8451,8415,4226
-117.92640500,34.50883600,8451,8415,4227
-120.22578900,34.50909800,8456,8292,4228
-120.22578900,34.50909800,8456,8460,4232
-120.22578900,34.50909800,8456,8640,4320
-118.36374000,34.50919900,8458,8332,4229
-120.22593100,34.50921200,8460,8163,4230
-120.22593100,34.50921200,8460,8163,4231
-120.22593100,34.50921200,8460,8456,4232
-120.22593100,34.50921200,8460,8470,4235
-120.22593100,34.50921200,8460,8650,4325
-118.13658700,34.48823400,8465,8466,4233
-118.11111400,34.50922400,8466,8465,4233
-118.11111400,34.50922400,8466,8467,4234
-118.11111400,34.50922400,8466,8472,4236
-118.11722500,34.48300900,8467,8466,4234
-120.22693500,34.51007400,8470,8460,4235
-120.22693500,34.51007400,8470,8474,4237
-120.22693500,34.51007400,8470,8474,4238
-118.10832500,34.51292400,8472,8466,4236
-120.23881300,34.51307000,8474,8470,4237
-120.23881300,34.51307000,8474,8470,4238
-120.23881300,34.51307000,8474,8698,4353
-120.23881300,34.51307000,8474,8698,4354
-117.98123600,34.51362500,8477,8478,4239
-117.98123600,34.51362500,8477,8479,4240
-117.95807600,34.50064200,8478,8477,4239
-117.98365300,34.51381700,8479,8477,4240
-117.98365300,34.51381700,8479,8488,4244
-118.36307100,34.50957900,8481,8482,4241
-118.32070300,34.51981900,8482,8481,4241
-118.32629300,34.48909000,8483,8484,4242
-118.31703600,34.52027000,8484,8483,4242
-118.31703600,34.52027000,8484,8486,4243
-118.31703600,34.52027000,8484,8495,4248
-118.31973400,34.52003400,8486,8484,4243
-117.98367100,34.52110700,8488,8479,4244
-117.98367100,34.52110700,8488,8490,4245
-117.98367100,34.52110700,8488,8522,4262
-117.97487000,34.52113100,8490,8488,4245
-117.97487000,34.52113100,8490,8492,4246
-117.97487000,34.52113100,8490,8562,4281
-117.92401200,34.50694600,8492,8490,4246
-118.10767500,34.51380800,8493,8494,4247
-118.09745400,34.52197000,8494,8493,4247
-118.09745400,34.52197000,8494,8522,4261
-118.09745400,34.52197000,8494,8572,4286
-118.17780500,34.49312800,8495,8484,4248
-117.21683000,34.52388700,8497,8433,4249
-117.21683000,34.52388700,8497,8433,4250
-117.21683000,34.52388700,8497,8504,4259
-117.28514500,34.53516800,8501,8502,4251
-117.28514500,34.53516800,8501,8394,4257
-117.28514500,34.53516800,8501,8394,4258
-117.28826000,34.53335000,8502,8501,4251
-117.28826000,34.53335000,8502,8504,4252
-117.28826000,34.53335000,8502,8504,4253
-117.28826000,34.53335000,8502,8508,4256
-117.28523200,34.53527600,8504,8502,4252
-117.28523200,34.53527600,8504,8502,4253
-117.28523200,34.53527600,8504,8497,4259
-117.29284800,34.53632200,8508,8444,4254
-117.29284800,34.53632200,8508,8444,4255
-117.29284800,34.53632200,8508,8502,4256
-117.29284800,34.53632200,8508,8532,4268
-117.29284800,34.53632200,8508,8532,4269
-117.83555300,34.54248200,8519,8407,4260
-118.03037200,34.54272900,8522,8494,4261
-118.03037200,34.54272900,8522,8488,4262
-118.03037200,34.54272900,8522,8555,4278
-118.12732300,34.54408200,8526,8348,4263
-118.12732300,34.54408200,8526,8527,4264
-118.12732300,34.54408200,8526,8527,4265
-118.12747300,34.54421800,8527,8526,4264
-118.12747300,34.54421800,8527,8526,4265
-118.12747300,34.54421800,8527,8604,4302
-117.30068000,34.54533300,8532,8444,4266
-117.30068000,34.54533300,8532,8444,4267
-117.30068000,34.54533300,8532,8508,4268
-117.30068000,34.54533300,8532,8508,4269
-117.30068000,34.54533300,8532,8539,4272
-117.30068000,34.54533300,8532,8539,4273
-117.30068000,34.54533300,8532,9220,4610
-117.30068000,34.54533300,8532,9220,4611
-117.30073700,34.54545900,8539,8435,4270
-117.30073700,34.54545900,8539,8435,4271
-117.30073700,34.54545900,8539,8532,4272
-117.30073700,34.54545900,8539,8532,4273
-117.30073700,34.54545900,8539,9223,4612
-117.30073700,34.54545900,8539,9223,4613
-117.83524700,34.54466000,8547,8548,4274
-117.82812000,34.55139100,8548,8547,4274
-118.67094000,34.55359400,8549,8398,4275
-118.67094000,34.55359400,8549,8398,4276
-118.67094000,34.55359400,8549,8398,4277
-118.67094000,34.55359400,8549,9118,4559
-118.67094000,34.55359400,8549,9118,4560
-118.67094000,34.55359400,8549,9122,4561
-118.04518000,34.55438000,8555,8522,4278
-118.04518000,34.55438000,8555,8557,4279
-118.04518000,34.55438000,8555,8557,4280
-118.04528900,34.55806200,8557,8555,4279
-118.04528900,34.55806200,8557,8555,4280
-117.96976000,34.57229600,8562,8490,4281
-117.96976100,34.57233600,8563,8564,4282
-117.96968600,34.57412200,8564,8563,4282
-118.04505000,34.57752900,8565,8566,4283
-118.04505000,34.57752900,8565,8588,4294
-118.04505000,34.57752900,8565,8592,4296
-118.04525300,34.55806200,8566,8565,4283
-117.70124300,34.57969700,8567,8568,4284
-117.70256700,34.57966200,8568,8567,4284
-117.70256700,34.57966200,8568,8578,4289
-117.70256700,34.57966200,8568,8760,4380
-117.96968300,34.57417800,8569,8570,4285
-117.96942000,34.57972900,8570,8569,4285
-117.96942000,34.57972900,8570,8583,4292
-117.96942000,34.57972900,8570,8588,4295
-117.96942000,34.57972900,8570,8824,4412
-118.12483000,34.57985300,8572,8494,4286
-117.82774000,34.55195500,8573,8574,4287
-117.82663400,34.57993100,8574,8573,4287
-117.82663400,34.57993100,8574,8576,4288
-117.82663400,34.57993100,8574,8581,4291
-117.82663400,34.57993100,8574,8900,4450
-117.80903900,34.57997100,8576,8574,4288
-117.79124100,34.57998200,8578,8568,4289
-117.79130500,34.57998200,8579,8580,4290
-117.80892600,34.57997000,8580,8579,4290
-117.88056800,34.58000500,8581,8574,4291
-117.89857600,34.58001200,8583,8570,4292
-117.89851200,34.58001200,8585,8586,4293
-117.88064300,34.58000500,8586,8585,4293
-118.04508500,34.58009200,8588,8565,4294
-118.04508500,34.58009200,8588,8570,4295
-118.04508500,34.58009200,8588,8592,4297
-118.04508500,34.58009200,8588,8624,4312
-118.04818300,34.58014600,8592,8565,4296
-118.04818300,34.58014600,8592,8588,4297
-118.04818300,34.58014600,8592,8596,4298
-118.04818300,34.58014600,8592,8596,4299
-118.11425200,34.57953600,8596,8592,4298
-118.11425200,34.57953600,8596,8592,4299
-118.13353300,34.58121600,8599,8343,4300
-118.13353300,34.58121600,8599,8601,4301
-118.13353300,34.58121600,8599,8604,4303
-118.13353300,34.58121600,8599,8735,4368
-118.13353300,34.58121600,8599,8735,4369
-118.12485000,34.57985300,8601,8599,4301
-118.13394900,34.58139900,8604,8527,4302
-118.13394900,34.58139900,8604,8599,4303
-118.13394900,34.58139900,8604,8608,4304
-118.13394900,34.58139900,8604,8740,4370
-118.13570600,34.58217600,8608,8604,4304
-118.13592400,34.58227200,8609,8610,4305
-118.13851700,34.58345400,8610,8609,4305
-118.35874600,34.58414000,8612,8318,4306
